benchmark,time,charge,mAh_total,mAh_cpu,mAh_wifi,energy_total,energy_cpu,energy_wifi
localLogin-100,535.0,3.62,0.412,0.411,0.00111,5.369184,5.356152000000001,0.014465520000000003
localLogin-100,497.0,3.576,0.422,0.421,0.00111,5.4326592,5.4197856,0.014289696000000001
localLogin-100,459.0,3.576,0.378,0.377,0.00111,4.8662208,4.8533472,0.014289696000000001
localLogin-100,646.0,3.576,0.382,0.381,0.00111,4.9177152,4.904841600000001,0.014289696000000001
localLogin-100,486.0,3.576,0.373,0.372,0.00111,4.8018528,4.7889792,0.014289696000000001
localLogin-100,602.0,3.576,0.394,0.393,0.00111,5.0721984,5.059324800000001,0.014289696000000001
localLogin-100,644.0,3.576,0.427,0.426,0.00111,5.4970272,5.4841536,0.014289696000000001
localLogin-100,478.0,3.576,0.372,0.371,0.00111,4.7889792,4.7761056,0.014289696000000001
localLogin-100,573.0,3.576,0.371,0.37,0.00111,4.7761056,4.763232,0.014289696000000001
localLogin-100,569.0,3.576,0.407,0.406,0.00111,5.2395552,5.226681600000001,0.014289696000000001
localLogin-100,700.0,3.576,0.462,0.461,0.00111,5.9476032000000005,5.934729600000001,0.014289696000000001
localLogin-100,517.0,3.576,0.44,0.439,0.00111,5.664384,5.6515104,0.014289696000000001
localLogin-100,556.0,3.576,0.415,0.414,0.00111,5.342544,5.3296703999999995,0.014289696000000001
localLogin-100,543.0,3.576,0.435,0.434,0.00111,5.600016,5.5871424,0.014289696000000001
localLogin-5000,23157.0,1.162,1.93,1.93,0.0016,8.073576,8.073576,0.00669312
localLogin-5000,16249.0,1.2510000000000001,2.02,2.02,0.0013,9.097272,9.097272,0.005854680000000001
localLogin-5000,22245.0,1.162,2.03,2.02,0.0016,8.491895999999999,8.450064,0.00669312
localLogin-5000,14562.0,1.162,2.25,2.25,0.0016,9.412199999999999,9.412199999999999,0.00669312
localLogin-5000,16150.0,1.2510000000000001,2.26,2.26,0.0016,10.178136,10.178136,0.007205760000000001
localLogin-5000,13604.0,1.162,2.52,2.52,0.0016,10.541664,10.541664,0.00669312
localLogin-5000,41124.0,1.162,1.62,1.62,0.0016,6.776784,6.776784,0.00669312
localLogin-5000,44499.0,1.2510000000000001,1.83,1.83,0.0016,8.241588,8.241588,0.007205760000000001
localLogin-5000,27129.0,1.162,1.91,1.91,0.0013,7.989911999999999,7.989911999999999,0.00543816
localLogin-5000,20893.0,1.162,2.03,2.03,0.0016,8.491895999999999,8.491895999999999,0.00669312
localLogin-5000,16163.0,1.2510000000000001,2.2,2.2,0.00167,9.907920000000003,9.907920000000003,0.0075210120000000005
localLogin-5000,20088.0,1.162,2.01,2.0,0.0016,8.408232,8.3664,0.00669312
localLogin-5000,22150.0,1.162,1.98,1.98,0.0016,8.282736,8.282736,0.00669312
localLogin-5000,18791.0,1.2510000000000001,2.28,2.28,0.0016,10.268208000000001,10.268208000000001,0.007205760000000001
localLogin-5000,20003.0,1.162,2.15,2.14,0.0016,8.993879999999999,8.952048,0.00669312
localLogin-5000,23053.0,1.162,2.07,2.07,0.0016,8.659224,8.659224,0.00669312
localLogin-5000,21819.0,1.117,1.98,1.98,0.0016,7.961976,7.961976,0.00643392
localLogin-5000,26582.0,1.2510000000000001,1.84,1.84,0.0016,8.286624000000002,8.286624000000002,0.007205760000000001
localLogin-5000,23423.0,1.117,1.96,1.96,0.0016,7.881552,7.881552,0.00643392
localLogin-5000,25976.0,1.206,1.84,1.84,0.0016,7.988544,7.988544,0.00694656
localLogin-5000,28044.0,1.117,1.77,1.77,0.0016,7.1175239999999995,7.1175239999999995,0.00643392
localLogin-5000,21403.0,1.117,1.98,1.98,0.0016,7.961976,7.961976,0.00643392
localLogin-5000,24789.0,1.206,1.98,1.98,0.0016,8.596368,8.596368,0.00694656
localLogin-5000,18506.0,1.117,2.12,2.12,0.0016,8.524944000000001,8.524944000000001,0.00643392
localLogin-5000,21968.0,1.117,2.03,2.02,0.0016,8.163036,8.122824,0.00643392
localLogin-5000,24853.0,1.117,1.92,1.92,0.0016,7.720704,7.720704,0.00643392
localLogin-5000,37701.0,1.117,1.65,1.64,0.0016,6.63498,6.594768,0.00643392
localLogin-5000,26130.0,1.117,1.87,1.87,0.0016,7.519644,7.519644,0.00643392
localLogin-5000,24848.0,1.206,1.95,1.95,0.00167,8.46612,8.46612,0.007250472
localLogin-5000,24851.0,1.162,2.0,1.99,0.0016,8.3664,8.324568,0.00669312
localLogin-10000,7015.0,1.564,3.0,2.99,0.00167,16.8912,16.834896000000004,0.009402768
localLogin-10000,4181.0,1.341,3.04,3.04,0.0016,14.675904000000001,14.675904000000001,0.00772416
localLogin-10000,59283.0,1.341,3.24,3.23,0.0016,15.641424000000002,15.593148,0.00772416
localLogin-10000,9049.0,1.743,2.96,2.96,0.0016,18.573408,18.573408,0.01003968
localLogin-10000,5509.0,1.296,3.02,3.02,0.0013,14.090112,14.090112,0.00606528
localLogin-10000,59325.0,1.296,3.11,3.11,0.0016,14.510016,14.510016,0.0074649600000000005
localLogin-10000,3198.0,1.5190000000000001,3.02,3.02,0.0016,16.514568,16.514568,0.00874944
localLogin-10000,59029.0,1.296,3.15,3.15,0.0016,14.69664,14.69664,0.0074649600000000005
localLogin-10000,5092.0,1.296,3.03,3.03,0.00167,14.136768,14.136768,0.007791552
localLogin-10000,7207.0,1.296,3.02,3.01,0.0016,14.090112,14.043456,0.0074649600000000005
localLogin-10000,5720.0,1.475,2.82,2.82,0.0016,14.9742,14.9742,0.008496000000000002
localLogin-10000,59409.0,1.475,3.17,3.16,0.0016,16.832700000000003,16.779600000000002,0.008496000000000002
localLogin-10000,16033.0,1.475,2.87,2.86,0.0016,15.239700000000003,15.1866,0.008496000000000002
localLogin-10000,4682.0,1.653,3.0,3.0,0.0016,17.852400000000003,17.852400000000003,0.00952128
localLogin-10000,6372.0,1.475,2.64,2.64,0.0013,14.018400000000003,14.018400000000003,0.006903
localLogin-10000,51227.0,1.475,3.4,3.4,0.00167,18.054000000000002,18.054000000000002,0.008867700000000001
localLogin-10000,42295.0,1.43,3.41,3.41,0.0013,17.55468,17.55468,0.0066924
localLogin-10000,4349.0,1.43,2.97,2.97,0.00167,15.28956,15.28956,0.00859716
localLogin-10000,7511.0,1.43,2.91,2.91,0.00167,14.980680000000001,14.980680000000001,0.00859716
localLogin-10000,4374.0,1.43,2.95,2.95,0.0016,15.1866,15.1866,0.0082368
localLogin-10000,17581.0,1.609,2.51,2.5,0.00185,14.538924,14.481,0.01071594
localLogin-10000,2297.0,1.43,3.21,3.21,0.0016,16.52508,16.52508,0.0082368
localLogin-10000,2951.0,1.385,2.99,2.99,0.0013,14.908140000000001,14.908140000000001,0.0064818
localLogin-10000,7640.0,1.609,2.59,2.59,0.00136,15.002316,15.002316,0.007877664
localLogin-10000,2503.0,1.385,2.83,2.83,0.0013,14.110380000000001,14.110380000000001,0.0064818
localLogin-10000,3408.0,1.609,3.04,3.04,0.0016,17.608896,17.608896,0.009267840000000001
localLogin-10000,9057.0,1.385,2.88,2.88,0.0016,14.35968,14.35968,0.007977600000000001
localLogin-10000,57153.0,1.385,3.2,3.2,0.0016,15.955200000000001,15.955200000000001,0.007977600000000001
localLogin-10000,3684.0,1.385,2.99,2.99,0.0016,14.908140000000001,14.908140000000001,0.007977600000000001
localLogin-10000,48577.0,1.341,3.55,3.55,0.00167,17.13798,17.13798,0.008062092
localLoginEnc-5000,35746.0,4.157,2.22,2.22,0.0016,33.222744000000006,33.222744000000006,0.02394432
localLoginEnc-5000,33378.0,4.291,2.37,2.37,0.0016,36.610812,36.610812,0.024716160000000004
localLoginEnc-5000,34642.0,4.157,2.37,2.37,0.0016,35.467524,35.467524,0.02394432
localLoginEnc-5000,34288.0,4.157,2.15,2.15,0.0016,32.175180000000005,32.175180000000005,0.02394432
localLoginEnc-5000,33757.0,4.246,2.37,2.37,0.0016,36.22687200000001,36.22687200000001,0.024456960000000003
localLoginEnc-5000,35069.0,4.157,2.28,2.28,0.0013,34.120656000000004,34.120656000000004,0.01945476
localLoginEnc-5000,34664.0,4.157,2.31,2.31,0.0016,34.569612000000006,34.569612000000006,0.02394432
localLoginEnc-5000,35574.0,4.157,2.22,2.22,0.0016,33.222744000000006,33.222744000000006,0.02394432
localLoginEnc-5000,35514.0,4.157,2.32,2.32,0.0016,34.719264,34.719264,0.02394432
localLoginEnc-5000,34910.0,4.246,2.37,2.37,0.0013,36.22687200000001,36.22687200000001,0.01987128
localLoginEnc-5000,34270.0,4.157,2.35,2.35,0.0016,35.168220000000005,35.168220000000005,0.02394432
localLoginEnc-5000,33218.0,4.157,2.29,2.28,0.0016,34.270308,34.120656000000004,0.02394432
localLoginEnc-5000,30376.0,4.157,2.47,2.47,0.0016,36.96404400000001,36.96404400000001,0.02394432
localLoginEnc-5000,34489.0,4.246,2.32,2.32,0.0016,35.46259200000001,35.46259200000001,0.024456960000000003
localLoginEnc-5000,33823.0,4.112,2.26,2.26,0.0016,33.455231999999995,33.455231999999995,0.02368512
localLoginEnc-5000,35020.0,4.112,2.34,2.34,0.00173,34.639488,34.639488,0.025609536000000002
localLoginEnc-5000,33795.0,4.335,2.27,2.27,0.0016,35.42562,35.42562,0.0249696
localLoginEnc-5000,34375.0,4.2010000000000005,2.23,2.22,0.0016,33.72562800000001,33.57439200000001,0.024197760000000006
localLoginEnc-5000,15876.0,4.335,3.16,3.16,0.00173,49.314960000000006,49.314960000000006,0.02699838
localLoginEnc-5000,34817.0,4.2010000000000005,2.26,2.26,0.0016,34.179336,34.179336,0.024197760000000006
localLoginEnc-5000,36002.0,4.2010000000000005,2.22,2.22,0.0016,33.57439200000001,33.57439200000001,0.024197760000000006
localLoginEnc-5000,35879.0,4.2010000000000005,2.26,2.25,0.0016,34.179336,34.0281,0.024197760000000006
localLoginEnc-5000,21094.0,4.2010000000000005,2.72,2.72,0.0016,41.13619200000001,41.13619200000001,0.024197760000000006
localLoginEnc-5000,20811.0,4.2010000000000005,2.79,2.79,0.0016,42.19484400000001,42.19484400000001,0.024197760000000006
localLoginEnc-5000,32113.0,4.291,2.39,2.39,0.0016,36.91976400000001,36.91976400000001,0.024716160000000004
localLoginEnc-5000,19088.0,4.2010000000000005,2.68,2.68,0.0016,40.53124800000001,40.53124800000001,0.024197760000000006
localLoginEnc-5000,12039.0,4.291,3.14,3.13,0.0016,48.505464,48.35098800000001,0.024716160000000004
localLoginEnc-5000,25888.0,4.2010000000000005,2.64,2.64,0.0016,39.92630400000001,39.92630400000001,0.024197760000000006
localLoginEnc-5000,35379.0,4.2010000000000005,2.15,2.15,0.0016,32.51574000000001,32.51574000000001,0.024197760000000006
localLogin-1000,3977.0,3.576,0.818,0.817,0.00111,10.530604799999999,10.5177312,0.014289696000000001
localLogin-1000,3805.0,3.576,0.696,0.695,0.00111,8.9600256,8.947151999999999,0.014289696000000001
localLogin-1000,3318.0,3.576,0.831,0.83,0.00111,10.697961600000001,10.685088,0.014289696000000001
localLogin-1000,3779.0,3.576,0.819,0.818,0.00111,10.5434784,10.530604799999999,0.014289696000000001
localLogin-1000,3980.0,3.576,0.823,0.822,0.00111,10.5949728,10.5820992,0.014289696000000001
localLogin-1000,3747.0,3.576,0.844,0.843,0.00111,10.8653184,10.8524448,0.014289696000000001
localLogin-1000,3014.0,3.576,0.966,0.965,0.00111,12.435897599999999,12.423024,0.014289696000000001
localLogin-1000,3334.0,3.576,0.932,0.931,0.000864,11.998195200000001,11.9853216,0.0111227904
localLogin-1000,2927.0,3.576,0.928,0.927,0.0013,11.9467008,11.933827200000001,0.01673568
localLogin-1000,2661.0,3.576,0.754,0.753,0.00111,9.7066944,9.6938208,0.014289696000000001
localLogin-1000,3905.0,3.576,1.04,1.04,0.00111,13.388544000000001,13.388544000000001,0.014289696000000001
localLogin-1000,3352.0,3.576,0.896,0.895,0.000864,11.5347456,11.521872,0.0111227904
localLogin-1000,4249.0,3.576,0.834,0.833,0.0013,10.7365824,10.7237088,0.01673568
localLogin-1000,2797.0,3.576,0.983,0.982,0.00111,12.6547488,12.641875200000001,0.014289696000000001
localLogin-1000,3372.0,3.576,0.867,0.866,0.00111,11.1614112,11.1485376,0.014289696000000001
localLogin-1000,3845.0,3.576,0.831,0.83,0.00111,10.697961600000001,10.685088,0.014289696000000001
localLogin-1000,3453.0,3.576,0.836,0.835,0.000987,10.7623296,10.749455999999999,0.012706243200000002
localLogin-1000,4025.0,3.576,0.823,0.822,0.00123,10.5949728,10.5820992,0.015834528
localLogin-1000,3128.0,3.576,0.819,0.818,0.00111,10.5434784,10.530604799999999,0.014289696000000001
localLogin-1000,3525.0,3.576,0.913,0.912,0.00111,11.753596800000002,11.740723200000001,0.014289696000000001
localLogin-1000,3038.0,3.576,0.863,0.862,0.00111,11.1099168,11.097043200000002,0.014289696000000001
localLogin-1000,3478.0,3.576,0.884,0.882,0.00111,11.3802624,11.354515200000002,0.014289696000000001
localLogin-1000,3665.0,3.576,0.913,0.912,0.00111,11.753596800000002,11.740723200000001,0.014289696000000001
localLogin-1000,3083.0,3.576,0.873,0.872,0.00111,11.2386528,11.225779200000002,0.014289696000000001
localLogin-1000,3969.0,3.576,0.841,0.84,0.00111,10.826697600000001,10.813824,0.014289696000000001
localLogin-1000,4069.0,3.576,0.812,0.811,0.00111,10.453363200000002,10.440489600000001,0.014289696000000001
localLogin-1000,3483.0,3.576,0.854,0.853,0.00111,10.9940544,10.9811808,0.014289696000000001
localLogin-1000,3082.0,3.576,0.894,0.893,0.00111,11.5089984,11.496124800000002,0.014289696000000001
localLogin-1000,3042.0,3.576,0.923,0.922,0.00111,11.882332800000002,11.869459200000001,0.014289696000000001
localLoginEnc-1000,4770.0,3.486,0.936,0.935,0.00111,11.746425600000002,11.733876,0.013930056000000003
localLoginEnc-1000,4974.0,3.531,1.11,1.11,0.00111,14.109876000000002,14.109876000000002,0.014109876000000002
localLoginEnc-1000,4675.0,3.531,0.971,0.97,0.00111,12.342963600000001,12.330252,0.014109876000000002
localLoginEnc-1000,5300.0,3.531,0.967,0.966,0.00111,12.2921172,12.2794056,0.014109876000000002
localLoginEnc-1000,4382.0,3.486,1.08,1.08,0.00111,13.553568000000002,13.553568000000002,0.013930056000000003
localLoginEnc-1000,5031.0,3.486,0.997,0.996,0.00111,12.5119512,12.4994016,0.013930056000000003
localLoginEnc-1000,4955.0,3.486,1.04,1.04,0.00111,13.051584000000002,13.051584000000002,0.013930056000000003
localLoginEnc-1000,5867.0,3.486,1.27,1.26,0.00136,15.937992000000001,15.812496000000003,0.017067456
localLoginEnc-1000,5102.0,3.486,1.01,1.01,0.00111,12.675096000000002,12.675096000000002,0.013930056000000003
localLoginEnc-1000,4340.0,3.486,1.04,1.04,0.00111,13.051584000000002,13.051584000000002,0.013930056000000003
localLoginEnc-1000,4038.0,3.486,1.15,1.15,0.00111,14.432039999999999,14.432039999999999,0.013930056000000003
localLoginEnc-1000,4035.0,3.486,1.21,1.21,0.00111,15.185016000000001,15.185016000000001,0.013930056000000003
localLoginEnc-1000,4066.0,3.486,1.07,1.07,0.00111,13.428072000000002,13.428072000000002,0.013930056000000003
localLoginEnc-1000,3573.0,3.486,1.12,1.11,0.00111,14.055552000000004,13.930056000000002,0.013930056000000003
localLoginEnc-1000,4506.0,3.486,0.973,0.972,0.00111,12.210760800000001,12.198211200000001,0.013930056000000003
localLoginEnc-1000,4374.0,3.486,1.1,1.1,0.00111,13.804560000000002,13.804560000000002,0.013930056000000003
localLoginEnc-1000,4547.0,3.486,0.949,0.948,0.00111,11.9095704,11.8970208,0.013930056000000003
localLoginEnc-1000,4702.0,3.486,1.07,1.07,0.00111,13.428072000000002,13.428072000000002,0.013930056000000003
localLoginEnc-1000,5149.0,3.486,0.926,0.925,0.00111,11.620929600000002,11.60838,0.013930056000000003
localLoginEnc-1000,4611.0,3.486,1.05,1.05,0.000802,13.177080000000002,13.177080000000002,0.0100647792
localLoginEnc-1000,3752.0,3.486,1.17,1.17,0.00111,14.683032,14.683032,0.013930056000000003
localLoginEnc-1000,5221.0,3.486,1.01,1.01,0.00154,12.675096000000002,12.675096000000002,0.019326384
localLoginEnc-1000,3570.0,3.486,1.08,1.08,0.00111,13.553568000000002,13.553568000000002,0.013930056000000003
localLoginEnc-1000,4152.0,3.486,1.09,1.09,0.00111,13.679064000000002,13.679064000000002,0.013930056000000003
localLoginEnc-1000,5162.0,3.486,0.994,0.992,0.00111,12.474302400000001,12.449203200000001,0.013930056000000003
makeEncFile-30-10mb,1373.0,2.54,0.707,0.706,0.00111,6.464808,6.455664,0.010149840000000002
makeEncFile-30-10mb,1410.0,2.585,0.84,0.839,0.00111,7.8170399999999995,7.807734,0.010329660000000001
makeEncFile-30-10mb,1345.0,2.585,0.796,0.795,0.00111,7.407576000000001,7.39827,0.010329660000000001
makeEncFile-30-10mb,1500.0,2.585,0.795,0.794,0.00111,7.39827,7.388964,0.010329660000000001
makeEncFile-30-10mb,1395.0,2.585,0.813,0.811,0.00111,7.565778,7.547166000000001,0.010329660000000001
makeEncFile-30-10mb,1334.0,2.585,0.744,0.743,0.00111,6.923664,6.914357999999999,0.010329660000000001
makeEncFile-30-10mb,1353.0,2.585,0.839,0.837,0.00111,7.807734,7.789122,0.010329660000000001
makeEncFile-30-10mb,1376.0,2.585,0.808,0.807,0.00111,7.519248000000001,7.509942000000001,0.010329660000000001
makeEncFile-30-10mb,1330.0,2.585,0.821,0.82,0.00111,7.640226,7.63092,0.010329660000000001
makeEncFile-30-10mb,1503.0,2.585,0.871,0.87,0.00111,8.105526000000001,8.09622,0.010329660000000001
makeEncFile-30-10mb,1362.0,2.585,0.745,0.744,0.00111,6.93297,6.923664,0.010329660000000001
makeEncFile-30-10mb,1386.0,2.585,0.837,0.836,0.00111,7.789122,7.779815999999999,0.010329660000000001
makeEncFile-30-10mb,1621.0,2.585,0.858,0.857,0.00111,7.984548,7.975242,0.010329660000000001
makeEncFile-30-10mb,1769.0,2.585,0.858,0.857,0.00123,7.984548,7.975242,0.011446379999999999
makeEncFile-30-10mb,1356.0,2.585,0.798,0.797,0.00111,7.426188000000001,7.416882,0.010329660000000001
makeEncFile-30-10mb,1445.0,2.54,0.799,0.798,0.00123,7.306056000000001,7.296912000000001,0.01124712
makeEncFile-30-10mb,1370.0,2.54,0.743,0.742,0.00111,6.793991999999999,6.784848000000001,0.010149840000000002
makeEncFile-30-10mb,1414.0,2.54,0.847,0.846,0.00111,7.744968,7.735824,0.010149840000000002
makeEncFile-30-10mb,1402.0,2.54,0.828,0.827,0.00111,7.571232,7.562088,0.010149840000000002
makeEncFile-30-10mb,1339.0,2.54,0.714,0.713,0.00111,6.528816,6.519671999999999,0.010149840000000002
makeFile-10-10mb,566.0,2.585,0.405,0.404,0.00111,3.7689300000000006,3.7596240000000005,0.010329660000000001
makeFile-10-10mb,592.0,2.585,0.406,0.405,0.00111,3.7782360000000006,3.7689300000000006,0.010329660000000001
makeFile-10-10mb,558.0,2.585,0.414,0.413,0.00111,3.852684,3.8433779999999995,0.010329660000000001
makeFile-10-10mb,609.0,2.585,0.357,0.355,0.00111,3.3222419999999997,3.30363,0.010329660000000001
makeFile-10-10mb,802.0,2.585,0.605,0.604,0.00111,5.630129999999999,5.620824,0.010329660000000001
makeFile-10-10mb,663.0,2.585,0.243,0.242,0.00111,2.261358,2.252052,0.010329660000000001
makeFile-10-10mb,609.0,2.585,0.454,0.453,0.00111,4.224924000000001,4.215618,0.010329660000000001
makeFile-10-10mb,597.0,2.585,0.414,0.413,0.00111,3.852684,3.8433779999999995,0.010329660000000001
makeFile-10-10mb,527.0,2.585,0.397,0.396,0.00111,3.694482,3.6851760000000007,0.010329660000000001
makeFile-10-10mb,620.0,2.585,0.391,0.39,0.00111,3.6386460000000005,3.6293400000000005,0.010329660000000001
makeFile-10-10mb,627.0,2.585,0.401,0.399,0.00111,3.7317060000000004,3.7130940000000003,0.010329660000000001
makeFile-10-10mb,572.0,2.585,0.405,0.404,0.00111,3.7689300000000006,3.7596240000000005,0.010329660000000001
makeFile-10-10mb,560.0,2.629,0.363,0.362,0.00111,3.4355772,3.4261128,0.010505484
makeFile-10-10mb,673.0,2.585,0.423,0.422,0.00111,3.936438,3.927132,0.010329660000000001
makeFile-10-10mb,673.0,2.629,0.407,0.406,0.000864,3.8520107999999995,3.8425464000000007,0.008177241600000001
makeFile-10-10mb,562.0,2.585,0.423,0.422,0.00111,3.936438,3.927132,0.010329660000000001
makeFile-10-10mb,647.0,2.585,0.422,0.42,0.00111,3.927132,3.9085199999999998,0.010329660000000001
makeFile-10-10mb,600.0,2.629,0.387,0.385,0.00111,3.6627228,3.643794,0.010505484
makeFile-10-10mb,551.0,2.585,0.366,0.365,0.00111,3.405996,3.39669,0.010329660000000001
makeFile-10-10mb,642.0,2.585,0.388,0.387,0.00111,3.610728,3.601422,0.010329660000000001
makeFile-30-10mb,1117.0,2.54,0.493,0.492,0.00123,4.507992,4.498848000000001,0.01124712
makeFile-30-10mb,1092.0,2.54,0.456,0.455,0.00111,4.169664000000001,4.16052,0.010149840000000002
makeFile-30-10mb,1076.0,2.54,0.481,0.48,0.00111,4.398264,4.38912,0.010149840000000002
makeFile-30-10mb,1228.0,2.54,0.483,0.482,0.00111,4.416551999999999,4.407408,0.010149840000000002
makeFile-30-10mb,1143.0,2.54,0.483,0.482,0.00111,4.416551999999999,4.407408,0.010149840000000002
makeFile-30-10mb,1117.0,2.54,0.512,0.511,0.00111,4.6817280000000006,4.6725840000000005,0.010149840000000002
makeFile-30-10mb,1087.0,2.54,0.492,0.491,0.00111,4.498848000000001,4.489704000000001,0.010149840000000002
makeFile-30-10mb,1099.0,2.54,0.452,0.451,0.00111,4.133088,4.123944000000001,0.010149840000000002
makeFile-30-10mb,1108.0,2.54,0.472,0.47,0.00123,4.315968,4.29768,0.01124712
makeFile-30-10mb,1110.0,2.54,0.447,0.446,0.00111,4.087368,4.0782240000000005,0.010149840000000002
makeFile-30-10mb,1059.0,2.54,0.456,0.455,0.00111,4.169664000000001,4.16052,0.010149840000000002
makeFile-30-10mb,1148.0,2.54,0.494,0.493,0.00111,4.517136,4.507992,0.010149840000000002
makeFile-30-10mb,1156.0,2.54,0.49,0.489,0.00111,4.48056,4.471416,0.010149840000000002
makeFile-30-10mb,1177.0,2.54,0.54,0.539,0.00111,4.937760000000001,4.928616000000001,0.010149840000000002
makeFile-30-10mb,1214.0,2.54,0.512,0.511,0.00111,4.6817280000000006,4.6725840000000005,0.010149840000000002
makeFile-30-10mb,1094.0,2.54,0.484,0.483,0.00111,4.425696,4.416551999999999,0.010149840000000002
makeFile-30-10mb,1061.0,2.54,0.455,0.454,0.00111,4.16052,4.151376,0.010149840000000002
makeFile-30-10mb,1141.0,2.54,0.455,0.454,0.00111,4.16052,4.151376,0.010149840000000002
makeFile-30-10mb,1201.0,2.54,0.47,0.469,0.00111,4.29768,4.288536,0.010149840000000002
makeFile-30-10mb,1325.0,2.54,0.518,0.517,0.000987,4.736592,4.727448000000001,0.009025128
makeFile-50-10mb,1654.0,2.674,0.545,0.544,0.00111,5.2463880000000005,5.2367616,0.010685304000000001
makeFile-50-10mb,1883.0,2.629,0.49,0.489,0.00111,4.637556,4.6280916,0.010505484
makeFile-50-10mb,1808.0,2.629,0.535,0.534,0.00111,5.063454,5.0539896,0.010505484
makeFile-50-10mb,1807.0,2.629,0.585,0.584,0.00111,5.536674,5.5272096,0.010505484
makeFile-50-10mb,1666.0,2.674,0.608,0.607,0.00111,5.8528512,5.8432248,0.010685304000000001
makeFile-50-10mb,1718.0,2.629,0.571,0.57,0.00111,5.4041724,5.3947080000000005,0.010505484
makeFile-50-10mb,1769.0,2.629,0.615,0.615,0.000864,5.820606,5.820606,0.008177241600000001
makeFile-50-10mb,1730.0,2.629,0.559,0.558,0.0013,5.290599600000001,5.281135200000001,0.01230372
makeFile-50-10mb,1752.0,2.629,0.544,0.543,0.00111,5.1486336,5.1391692,0.010505484
makeFile-50-10mb,1624.0,2.674,0.487,0.486,0.00111,4.6880568,4.6784304,0.010685304000000001
makeFile-50-10mb,1774.0,2.629,0.551,0.55,0.00111,5.214884400000001,5.20542,0.010505484
makeFile-50-10mb,1658.0,2.674,0.58,0.579,0.00111,5.583312,5.5736856,0.010685304000000001
makeFile-50-10mb,1694.0,2.629,0.525,0.524,0.00111,4.96881,4.9593456,0.010505484
makeFile-50-10mb,1677.0,2.629,0.514,0.513,0.00111,4.8647016,4.8552372,0.010505484
makeFile-50-10mb,1889.0,2.674,0.338,0.337,0.000802,3.2537232,3.2440968,0.0077203728
makeFile-50-10mb,1637.0,2.629,0.559,0.558,0.00111,5.290599600000001,5.281135200000001,0.010505484
makeFile-50-10mb,1696.0,2.629,0.557,0.556,0.00111,5.271670800000001,5.262206400000001,0.010505484
makeFile-50-10mb,2409.0,2.718,0.607,0.606,0.00123,5.9393736,5.9295888,0.012035303999999998
makeFile-50-10mb,2051.0,2.629,0.586,0.584,0.00136,5.546138399999999,5.5272096,0.012871584
makeFile-50-10mb,2187.0,2.629,0.571,0.57,0.00123,5.4041724,5.3947080000000005,0.011641212
makeEncFile-50-10mb,2097.0,2.629,1.03,1.02,0.00111,9.748332000000001,9.653688,0.010505484
makeEncFile-50-10mb,2163.0,2.629,1.17,1.17,0.00111,11.073348,11.073348,0.010505484
makeEncFile-50-10mb,2025.0,2.629,1.05,1.05,0.00111,9.93762,9.93762,0.010505484
makeEncFile-50-10mb,2029.0,2.629,1.03,1.03,0.00111,9.748332000000001,9.748332000000001,0.010505484
makeEncFile-50-10mb,2052.0,2.629,1.06,1.06,0.00111,10.032264000000001,10.032264000000001,0.010505484
makeEncFile-50-10mb,2305.0,2.629,1.13,1.13,0.00111,10.694771999999999,10.694771999999999,0.010505484
makeEncFile-50-10mb,2065.0,2.629,1.13,1.13,0.00111,10.694771999999999,10.694771999999999,0.010505484
makeEncFile-50-10mb,2080.0,2.629,1.17,1.17,0.00111,11.073348,11.073348,0.010505484
makeEncFile-50-10mb,2125.0,2.629,1.1,1.1,0.00111,10.41084,10.41084,0.010505484
makeEncFile-50-10mb,2102.0,2.629,1.06,1.06,0.00111,10.032264000000001,10.032264000000001,0.010505484
makeEncFile-50-10mb,1967.0,2.629,0.725,0.724,0.000802,6.861689999999999,6.8522256,0.0075904488
makeEncFile-50-10mb,2045.0,2.629,1.1,1.1,0.00111,10.41084,10.41084,0.010505484
makeEncFile-50-10mb,2294.0,2.629,1.21,1.21,0.00111,11.451924,11.451924,0.010505484
makeEncFile-50-10mb,2111.0,2.629,1.01,1.01,0.00111,9.559044,9.559044,0.010505484
makeEncFile-50-10mb,2049.0,2.629,0.958,0.957,0.00111,9.0668952,9.057430799999999,0.010505484
makeEncFile-50-10mb,2078.0,2.629,1.04,1.04,0.00111,9.842976,9.842976,0.010505484
makeEncFile-50-10mb,2078.0,2.629,0.998,0.996,0.00111,9.4454712,9.426542399999999,0.010505484
makeEncFile-50-10mb,2211.0,2.629,1.05,1.05,0.00123,9.93762,9.93762,0.011641212
makeEncFile-50-10mb,2044.0,2.629,1.1,1.1,0.00111,10.41084,10.41084,0.010505484
makeEncFile-50-10mb,2096.0,2.629,1.09,1.09,0.00111,10.316196000000001,10.316196000000001,0.010505484
makeEncFile-10-10mb,638.0,2.585,0.438,0.437,0.00111,4.076028,4.0667219999999995,0.010329660000000001
makeEncFile-10-10mb,699.0,2.585,0.514,0.513,0.00111,4.783284,4.773978,0.010329660000000001
makeEncFile-10-10mb,640.0,2.585,0.517,0.516,0.00111,4.811202000000001,4.801896,0.010329660000000001
makeEncFile-10-10mb,707.0,2.585,0.267,0.266,0.00111,2.484702,2.4753960000000004,0.010329660000000001
makeEncFile-10-10mb,648.0,2.585,0.517,0.516,0.00111,4.811202000000001,4.801896,0.010329660000000001
